experiment_id,dataset,input_clip_id,raag_name,input_tempo_bpm,input_tempo_category,input_quality_tier,input_spectral_centroid,input_dynamic_range,input_duration_sec,input_chroma_sparsity,input_chroma_entropy,input_pitch_confidence,input_num_active_pitches,model_name,model_architecture,conditioning_level,conditioning_type,input_required,target_genre,target_bpm,tempo_condition,hcm_tempo_name,time_signature,rhythm_signature,random_seed,cfg_scale,generation_duration,text_prompt,tempo_mismatch_ratio,output_filename,output_spectral_centroid,output_dynamic_range,output_tempo_bpm,output_rms_energy,pitch_contour_correlation,melodic_interval_correlation,pitch_range_overlap,chroma_cosine_similarity,chroma_euclidean_distance,chroma_kl_divergence,chroma_emd,chroma_pearson_correlation,chroma_spearman_correlation,frame-by-frame_chroma_similarity,spectral_centroid_shift,dynamic_range_preservation,spectral_similarity,tempo_error_percent,tempo_achievement_score,tempo_adaptation_quality,overall_quality,melody_preservation,genre_coherence,fusion_naturalness,rhythmic_coherence,artifacts_present,generation_status,generation_date,generation_time_sec,evaluator_notes,experiment_batch
344,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",386,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.056,DS1_Saraga_lalat_15_MusicGen-Melody_Funk_Madhya_386.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
345,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",387,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.585,DS1_Saraga_lalat_15_MusicGen-Melody_Funk_Drut_387.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
346,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",388,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.616,DS1_Saraga_lalat_15_MusicGen-Melody_Blues_Vilambit_388.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
347,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",389,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.056,DS1_Saraga_lalat_15_MusicGen-Melody_Blues_Madhya_389.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
348,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",390,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.585,DS1_Saraga_lalat_15_MusicGen-Melody_Blues_Drut_390.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
349,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",391,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.616,DS1_Saraga_lalat_15_MusicGen-Style_Rock_Vilambit_391.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
350,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",392,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.056,DS1_Saraga_lalat_15_MusicGen-Style_Rock_Madhya_392.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
351,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",393,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.585,DS1_Saraga_lalat_15_MusicGen-Style_Rock_Drut_393.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
352,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",394,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.616,DS1_Saraga_lalat_15_MusicGen-Style_Jazz_Vilambit_394.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
353,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",395,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.056,DS1_Saraga_lalat_15_MusicGen-Style_Jazz_Madhya_395.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
354,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",396,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.585,DS1_Saraga_lalat_15_MusicGen-Style_Jazz_Drut_396.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
355,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",397,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.616,DS1_Saraga_lalat_15_MusicGen-Style_Funk_Vilambit_397.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
356,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",398,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.056,DS1_Saraga_lalat_15_MusicGen-Style_Funk_Madhya_398.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
357,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",399,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.585,DS1_Saraga_lalat_15_MusicGen-Style_Funk_Drut_399.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
358,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",400,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.616,DS1_Saraga_lalat_15_MusicGen-Style_Blues_Vilambit_400.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
359,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",401,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.056,DS1_Saraga_lalat_15_MusicGen-Style_Blues_Madhya_401.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
360,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",402,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.585,DS1_Saraga_lalat_15_MusicGen-Style_Blues_Drut_402.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
361,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",403,3.0,30,"marwa Drut Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.523,DS1_Saraga_marwa_01_Stable-Audio-Open_Rock_Vilambit_403.wav,1973.83,80.0,143.555,0.232,-0.121,-0.0,0.778,0.737,12.976,0.283,0.664,-0.054,0.196,0.559,1.352,4.072,0.96,104.991,0.0,0.0,,,,,,,completed,1761184997.551897,33.37056851387024,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
362,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",404,3.0,30,"marwa Drut Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.896,DS1_Saraga_marwa_01_Stable-Audio-Open_Rock_Madhya_404.wav,1605.692,80.0,117.454,0.227,0.183,0.003,0.444,0.659,26.268,0.401,1.244,-0.442,-0.559,0.53,1.1,4.072,0.985,2.101,1.0,1.0,,,,,,,completed,1761185041.730406,31.77881932258606,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
363,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",405,3.0,30,"marwa Drut Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.344,DS1_Saraga_marwa_01_Stable-Audio-Open_Rock_Drut_405.wav,2700.66,80.0,89.103,0.268,0.018,-0.03,0.889,0.708,29.403,0.331,1.078,-0.503,-0.692,0.592,1.85,4.072,0.979,50.488,0.0,0.0,,,,,,,completed,1761185085.337886,31.738191843032837,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
364,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",406,3.0,30,"marwa Drut Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.523,DS1_Saraga_marwa_01_Stable-Audio-Open_Jazz_Vilambit_406.wav,1540.733,80.0,143.555,0.191,-0.362,0.002,1.0,0.803,22.475,0.221,0.806,-0.148,0.098,0.609,1.056,4.072,0.986,104.991,0.0,0.0,,,,,,,completed,1761185129.049363,31.83053755760193,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
365,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",407,3.0,30,"marwa Drut Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.896,DS1_Saraga_marwa_01_Stable-Audio-Open_Jazz_Madhya_407.wav,1664.467,24.926,60.093,0.099,-0.031,-0.03,1.0,0.783,12.006,0.242,0.773,-0.117,0.063,0.616,1.14,1.269,0.985,49.912,0.4,0.4,,,,,,,completed,1761185172.884629,31.751089572906494,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
366,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",408,3.0,30,"marwa Drut Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.344,DS1_Saraga_marwa_01_Stable-Audio-Open_Jazz_Drut_408.wav,2127.835,80.0,89.103,0.064,0.212,0.048,0.889,0.756,9.569,0.275,0.807,-0.284,-0.315,0.604,1.458,4.072,0.99,50.488,0.0,0.0,,,,,,,completed,1761185216.411384,31.744216203689575,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
367,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",409,3.0,30,"marwa Drut Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.523,DS1_Saraga_marwa_01_Stable-Audio-Open_Funk_Vilambit_409.wav,1576.651,80.0,143.555,0.153,0.072,-0.013,1.0,0.81,29.036,0.209,0.817,-0.354,-0.224,0.673,1.08,4.072,0.984,104.991,0.0,0.0,,,,,,,completed,1761185260.073826,31.75377893447876,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
368,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",410,3.0,30,"marwa Drut Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.896,DS1_Saraga_marwa_01_Stable-Audio-Open_Funk_Madhya_410.wav,3033.94,29.848,117.454,0.158,-0.065,-0.011,0.667,0.822,32.237,0.191,0.707,-0.094,-0.091,0.711,2.079,1.519,0.985,2.101,1.0,1.0,,,,,,,completed,1761185305.891733,32.80611729621887,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
369,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",411,3.0,30,"marwa Drut Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.344,DS1_Saraga_marwa_01_Stable-Audio-Open_Funk_Drut_411.wav,2779.388,80.0,89.103,0.118,0.126,-0.006,0.778,0.725,15.179,0.312,1.116,-0.577,-0.678,0.633,1.904,4.072,0.983,50.488,0.0,0.0,,,,,,,completed,1761185352.293954,33.35243797302246,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
370,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",412,3.0,30,"marwa Drut Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.523,DS1_Saraga_marwa_01_Stable-Audio-Open_Blues_Vilambit_412.wav,868.32,80.0,135.999,0.105,0.112,-0.007,1.0,0.68,17.943,0.35,0.833,-0.368,-0.517,0.533,0.595,4.072,0.99,94.202,0.0,0.0,,,,,,,completed,1761185397.646637,32.55263805389404,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
371,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",413,3.0,30,"marwa Drut Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.896,DS1_Saraga_marwa_01_Stable-Audio-Open_Blues_Madhya_413.wav,2284.934,61.884,80.75,0.111,-0.463,-0.005,1.0,0.824,13.392,0.188,0.746,-0.13,-0.315,0.679,1.565,3.15,0.987,32.694,0.4,0.4,,,,,,,completed,1761185443.548762,32.732229709625244,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
372,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",414,3.0,30,"marwa Drut Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.344,DS1_Saraga_marwa_01_Stable-Audio-Open_Blues_Drut_414.wav,1211.245,80.0,123.047,0.198,-0.02,-0.016,1.0,0.719,13.216,0.312,0.827,-0.034,0.273,0.51,0.83,4.072,0.99,31.626,0.4,0.376,,,,,,,completed,1761185488.081993,32.09114408493042,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
373,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",415,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.523,DS1_Saraga_marwa_01_MusicGen-Melody_Rock_Vilambit_415.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
374,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",416,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.896,DS1_Saraga_marwa_01_MusicGen-Melody_Rock_Madhya_416.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
375,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",417,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.344,DS1_Saraga_marwa_01_MusicGen-Melody_Rock_Drut_417.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
376,DS1_Saraga,marwa_01,marwa,133.9,Drut,PROBLEMATIC,2049.49,59.7,30.0,0.193,3.418,0.297,9.68,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",418,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.523,DS1_Saraga_marwa_01_MusicGen-Melody_Jazz_Vilambit_418.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
